entity,slug,code,year,population,source_url
Tonga,tonga,tonga,2025,103742,https://worldpopulationreview.com/countries/tonga
Tonga,tonga,tonga,2026,103291,https://worldpopulationreview.com/countries/tonga
Trinidad And Tobago,trinidad-and-tobago,trinidad-and-tobago,2024,1505129,https://worldpopulationreview.com/countries/trinidad-and-tobago
Trinidad And Tobago,trinidad-and-tobago,trinidad-and-tobago,2025,1511155,https://worldpopulationreview.com/countries/trinidad-and-tobago
Trinidad And Tobago,trinidad-and-tobago,trinidad-and-tobago,2026,1513268,https://worldpopulationreview.com/countries/trinidad-and-tobago
Tunisia,tunisia,tunisia,2024,12273670,https://worldpopulationreview.com/countries/tunisia
Tunisia,tunisia,tunisia,2025,12348573,https://worldpopulationreview.com/countries/tunisia
Tunisia,tunisia,tunisia,2026,12415138,https://worldpopulationreview.com/countries/tunisia
Turkey,turkey,turkey,2024,87366679,https://worldpopulationreview.com/countries/turkey
Turkey,turkey,turkey,2025,87685426,https://worldpopulationreview.com/countries/turkey
Turkey,turkey,turkey,2026,87926082,https://worldpopulationreview.com/countries/turkey
Turkmenistan,turkmenistan,turkmenistan,2024,7485060,https://worldpopulationreview.com/countries/turkmenistan
Turkmenistan,turkmenistan,turkmenistan,2025,7618847,https://worldpopulationreview.com/countries/turkmenistan
Turkmenistan,turkmenistan,turkmenistan,2026,7736632,https://worldpopulationreview.com/countries/turkmenistan
Turks And Caicos Islands,turks-and-caicos-islands,turks-and-caicos-islands,2024,46361,https://worldpopulationreview.com/countries/turks-and-caicos-islands
Turks And Caicos Islands,turks-and-caicos-islands,turks-and-caicos-islands,2025,46855,https://worldpopulationreview.com/countries/turks-and-caicos-islands
Turks And Caicos Islands,turks-and-caicos-islands,turks-and-caicos-islands,2026,47148,https://worldpopulationreview.com/countries/turks-and-caicos-islands
Tuvalu,tuvalu,tuvalu,2024,9673,https://worldpopulationreview.com/countries/tuvalu
Tuvalu,tuvalu,tuvalu,2025,9492,https://worldpopulationreview.com/countries/tuvalu
Tuvalu,tuvalu,tuvalu,2026,9362,https://worldpopulationreview.com/countries/tuvalu
Uganda,uganda,uganda,2024,49999346,https://worldpopulationreview.com/countries/uganda
Uganda,uganda,uganda,2025,51384894,https://worldpopulationreview.com/countries/uganda
Uganda,uganda,uganda,2026,52761469,https://worldpopulationreview.com/countries/uganda
Ukraine,ukraine,ukraine,2024,40120304,https://worldpopulationreview.com/countries/ukraine
Ukraine,ukraine,ukraine,2025,38980376,https://worldpopulationreview.com/countries/ukraine
Ukraine,ukraine,ukraine,2026,39535849,https://worldpopulationreview.com/countries/ukraine
United Arab Emirates,united-arab-emirates,united-arab-emirates,2024,10966505,https://worldpopulationreview.com/countries/united-arab-emirates
United Arab Emirates,united-arab-emirates,united-arab-emirates,2025,11346000,https://worldpopulationreview.com/countries/united-arab-emirates
United Arab Emirates,united-arab-emirates,united-arab-emirates,2026,11574682,https://worldpopulationreview.com/countries/united-arab-emirates
United Kingdom,united-kingdom,united-kingdom,2024,69111438,https://worldpopulationreview.com/countries/united-kingdom
United Kingdom,united-kingdom,united-kingdom,2025,69551332,https://worldpopulationreview.com/countries/united-kingdom
United Kingdom,united-kingdom,united-kingdom,2026,69931528,https://worldpopulationreview.com/countries/united-kingdom
United States,united-states,united-states,2024,345707877,https://worldpopulationreview.com/countries/united-states
United States,united-states,united-states,2025,347275807,https://worldpopulationreview.com/countries/united-states
United States,united-states,united-states,2026,349035494,https://worldpopulationreview.com/countries/united-states
United States Virgin Islands,united-states-virgin-islands,united-states-virgin-islands,2024,84852,https://worldpopulationreview.com/countries/united-states-virgin-islands
United States Virgin Islands,united-states-virgin-islands,united-states-virgin-islands,2025,84138,https://worldpopulationreview.com/countries/united-states-virgin-islands
United States Virgin Islands,united-states-virgin-islands,united-states-virgin-islands,2026,83400,https://worldpopulationreview.com/countries/united-states-virgin-islands
Uruguay,uruguay,uruguay,2024,3387544,https://worldpopulationreview.com/countries/uruguay
Uruguay,uruguay,uruguay,2025,3384688,https://worldpopulationreview.com/countries/uruguay
Uruguay,uruguay,uruguay,2026,3382537,https://worldpopulationreview.com/countries/uruguay
Uzbekistan,uzbekistan,uzbekistan,2024,36360017,https://worldpopulationreview.com/countries/uzbekistan
Uzbekistan,uzbekistan,uzbekistan,2025,37053428,https://worldpopulationreview.com/countries/uzbekistan
Uzbekistan,uzbekistan,uzbekistan,2026,37724223,https://worldpopulationreview.com/countries/uzbekistan
Vanuatu,vanuatu,vanuatu,2024,327907,https://worldpopulationreview.com/countries/vanuatu
Vanuatu,vanuatu,vanuatu,2025,335169,https://worldpopulationreview.com/countries/vanuatu
Vanuatu,vanuatu,vanuatu,2026,342564,https://worldpopulationreview.com/countries/vanuatu
Vatican City,vatican-city,vatican-city,2024,506,https://worldpopulationreview.com/countries/vatican-city
Vatican City,vatican-city,vatican-city,2025,501,https://worldpopulationreview.com/countries/vatican-city
Vatican City,vatican-city,vatican-city,2026,506,https://worldpopulationreview.com/countries/vatican-city
Venezuela,venezuela,venezuela,2024,28502332,https://worldpopulationreview.com/countries/venezuela
Venezuela,venezuela,venezuela,2025,28516896,https://worldpopulationreview.com/countries/venezuela
Venezuela,venezuela,venezuela,2026,28633711,https://worldpopulationreview.com/countries/venezuela
Vietnam,vietnam,vietnam,2024,100894660,https://worldpopulationreview.com/countries/vietnam
Vietnam,vietnam,vietnam,2025,101598527,https://worldpopulationreview.com/countries/vietnam
Vietnam,vietnam,vietnam,2026,102177431,https://worldpopulationreview.com/countries/vietnam
Wallis And Futuna,wallis-and-futuna,wallis-and-futuna,2024,11278,https://worldpopulationreview.com/countries/wallis-and-futuna
Wallis And Futuna,wallis-and-futuna,wallis-and-futuna,2025,11194,https://worldpopulationreview.com/countries/wallis-and-futuna
Wallis And Futuna,wallis-and-futuna,wallis-and-futuna,2026,11113,https://worldpopulationreview.com/countries/wallis-and-futuna
Western Sahara,western-sahara,western-sahara,2024,590596,https://worldpopulationreview.com/countries/western-sahara
Western Sahara,western-sahara,western-sahara,2025,600904,https://worldpopulationreview.com/countries/western-sahara
Western Sahara,western-sahara,western-sahara,2026,610813,https://worldpopulationreview.com/countries/western-sahara
Yemen,yemen,yemen,2024,40646075,https://worldpopulationreview.com/countries/yemen
Yemen,yemen,yemen,2025,41773878,https://worldpopulationreview.com/countries/yemen
Yemen,yemen,yemen,2026,42961653,https://worldpopulationreview.com/countries/yemen
Zambia,zambia,zambia,2024,21342978,https://worldpopulationreview.com/countries/zambia
Zambia,zambia,zambia,2025,21913874,https://worldpopulationreview.com/countries/zambia
Zambia,zambia,zambia,2026,22521915,https://worldpopulationreview.com/countries/zambia
Zimbabwe,zimbabwe,zimbabwe,2024,16666014,https://worldpopulationreview.com/countries/zimbabwe
Zimbabwe,zimbabwe,zimbabwe,2025,16950795,https://worldpopulationreview.com/countries/zimbabwe
Zimbabwe,zimbabwe,zimbabwe,2026,17273580,https://worldpopulationreview.com/countries/zimbabwe
